,TTT_seed,MLP_seed,smote_yes,smote_no,smote_yes_oversample,hidden_layers,activation_function,learning_rate,batch_size,solver,fit_time,score_time,test_precision_macro,test_recall_macro
0,55,13,36537,36537,31898,64,logistic,0.001,100,sgd,4.421917915344238,0.026694297790527344,0.8853211009174312,0.8511701108526071
1,55,13,36537,36537,31898,64,logistic,0.001,100,sgd,3.7862648963928223,0.01632404327392578,0.8856871437618746,0.8517859586697687
2,55,13,36537,36537,31898,64,logistic,0.001,100,sgd,3.7311809062957764,0.016284942626953125,0.8862867413829563,0.8528325123152709
3,55,13,36537,36537,31898,64,logistic,0.001,100,sgd,3.577004909515381,0.015613079071044922,0.6617708045616378,0.6599347754876463
4,55,13,36537,36537,31898,64,logistic,0.001,100,sgd,4.240122079849243,0.015151023864746094,0.20739227935287521,0.35438620500889556
