,TTT_seed,MLP_seed,smote_yes,smote_no,smote_yes_oversample,hidden_layers,activation_function,learning_rate,batch_size,solver,fit_time,score_time,test_precision_macro,test_recall_macro
0,89,66,36537,36537,31898,8,logistic,0.1,100,sgd,39.506969928741455,0.009639978408813477,0.20044269552385638,0.33461064732448337
1,89,66,36537,36537,31898,8,logistic,0.1,100,sgd,19.7905011177063,0.009458065032958984,0.42623498579679586,0.4439442342928844
2,89,66,36537,36537,31898,8,logistic,0.1,100,sgd,22.273838996887207,0.009577035903930664,0.5345935989841895,0.530127975221367
3,89,66,36537,36537,31898,8,logistic,0.1,100,sgd,12.482481241226196,0.011311769485473633,0.4588635252548171,0.46909002389458065
4,89,66,36537,36537,31898,8,logistic,0.1,100,sgd,18.70531392097473,0.009975194931030273,0.24604365316564836,0.37669358149719445
