,no_counts,yes_counts,yes_oversample,hidden_layers,activation_function,learning_rate,batch_size,solver,ellapsed_time,TTT_seed,MLP_seed,train,test
0,36537,36537,31898,2,logistic,0.001,100,sgd,12.354505777359009,37,80,0.7397321199473135,0.7336298323640096
1,36537,36537,31898,2,logistic,0.001,100,sgd,14.250255107879639,92,75,0.7370977950358371,0.7386931235032501
2,36537,36537,31898,2,logistic,0.001,100,sgd,12.545896053314209,50,99,0.7361398587043911,0.7365720150530277
3,36537,36537,31898,2,logistic,0.001,100,sgd,10.769007921218872,68,83,0.7354898304794814,0.7386247006500171
4,36537,36537,31898,2,logistic,0.001,100,sgd,13.107940196990967,69,63,0.7345318941480353,0.7380773178241533
5,36537,36537,31898,2,logistic,0.001,100,sgd,7.338347673416138,56,61,0.7333002617218906,0.7327403352719808
6,36537,36537,31898,2,logistic,0.001,100,sgd,9.740329027175903,66,82,0.7386031235566808,0.728703386931235
7,36537,36537,31898,2,logistic,0.001,100,sgd,12.677315711975098,88,67,0.7362253887339845,0.7306876496749914
8,36537,36537,31898,2,logistic,0.001,100,sgd,6.996392011642456,37,61,0.7362938127576593,0.728703386931235
9,36537,36537,31898,2,logistic,0.001,100,sgd,7.272598028182983,28,12,0.7357293145623428,0.7367772836127267
