,train,test
0,0.7316238731418601,0.7341087923366404
1,0.7438717733796336,0.7347930208689702
2,0.7441625754802511,0.7455354088265481
3,0.7438375613677962,0.7502565856996237
4,0.7416308866042868,0.7381457406773863
5,0.7438204553618776,0.7479986315429353
6,0.7384662755093313,0.7382825863838522
7,0.7450691937939411,0.7406089633937735
8,0.7447783916933235,0.7466985973315087
9,0.7396808019295574,0.735408826548067
