,TTT_seed,MLP_seed,smote_yes,smote_no,smote_yes_oversample,hidden_layers,activation_function,learning_rate,batch_size,solver,fit_time,score_time,test_precision_macro,test_recall_macro
0,2,19,36537,36537,31898,64,logistic,0.1,100,sgd,21.377177238464355,0.025735855102539062,0.6524892554960949,0.6517937901955589
1,2,19,36537,36537,31898,64,logistic,0.1,100,sgd,15.50434684753418,0.018838167190551758,0.7293033098779766,0.7122725795697626
2,2,19,36537,36537,31898,64,logistic,0.1,100,sgd,10.831517934799194,0.01768016815185547,0.838224402888354,0.7608784893267652
3,2,19,36537,36537,31898,64,logistic,0.1,100,sgd,32.84510111808777,0.01681375503540039,0.4442304761335003,0.4633395360066289
4,2,19,36537,36537,31898,64,logistic,0.1,100,sgd,14.496272087097168,0.02077484130859375,0.22650914242298653,0.35869713972902695
